netH,netCharge,molW,kyleD,a_a,c_c,d_d,e_e,f_f,g_g,h_h,i_i,k_k,l_l,m_m,n_n,p_p,q_q,r_r,s_s,t_t,v_v,w_w,y_y,tiny,small,large,aliphatic,aromatic,total_charged,negative_charged,positive_charged,polar,neutral,hydrophobic,label
12,1,1939.19,0.01333333,0.13333333,0,0,0.06666667,0.06666667,0.06666667,0,0.06666667,0.06666667,0.13333333,0,0.06666667,0,0,0.06666667,0,0.06666667,0,0.13333333,0,0.26666667,0.4,0.26666667,0.2,0.2,0.2,0.06666667,0.13333333,0.26666667,0.26666667,0.4,antiviral_peptide
14,2,2174.47,-0.11176471,0.17647059,0,0,0.05882353,0.05882353,0.05882353,0,0.05882353,0.11764706,0.11764706,0,0.05882353,0,0,0.05882353,0,0.05882353,0,0.11764706,0,0.29411765,0.41176471,0.23529412,0.17647059,0.17647059,0.23529412,0.05882353,0.17647059,0.29411765,0.29411765,0.35294118,antiviral_peptide
0,0,2302.82,2.41904762,0,0.04761905,0,0,0,0.23809524,0,0.14285714,0,0.42857143,0,0,0.04761905,0,0,0,0,0.04761905,0,0,0.28571429,0.66666667,0,0.61904762,0,0,0,0,0,0.28571429,0.66666667,antiviral_peptide
20,1,2872.24,-0.73333333,0,0,0.04761905,0.04761905,0,0.0952381,0,0.0952381,0.0952381,0.0952381,0,0.04761905,0.04761905,0.0952381,0.04761905,0,0,0.04761905,0.14285714,0.04761905,0.14285714,0.57142857,0.23809524,0.23809524,0.19047619,0.23809524,0.0952381,0.14285714,0.38095238,0.19047619,0.38095238,antiviral_peptide
22,-2,2841.07,-1.08571429,0,0,0.0952381,0.0952381,0.04761905,0,0,0.14285714,0.0952381,0.04761905,0.04761905,0.0952381,0,0.19047619,0,0,0.04761905,0,0,0.04761905,0.14285714,0.71428571,0.0952381,0.19047619,0.0952381,0.28571429,0.19047619,0.0952381,0.57142857,0.0952381,0.28571429,antiviral_peptide
24,1,2842.15,-1.15714286,0,0,0.04761905,0.04761905,0,0.0952381,0,0.04761905,0.0952381,0.04761905,0,0.04761905,0,0.19047619,0.04761905,0,0.04761905,0.0952381,0.14285714,0,0.19047619,0.57142857,0.19047619,0.19047619,0.14285714,0.23809524,0.0952381,0.14285714,0.47619048,0.14285714,0.33333333,antiviral_peptide
22,1,3052.44,-0.72608696,0.08695652,0,0.04347826,0.13043478,0,0,0,0.04347826,0.08695652,0.08695652,0.04347826,0,0.13043478,0,0.13043478,0,0,0.08695652,0,0.08695652,0.13043478,0.60869565,0.2173913,0.2173913,0.08695652,0.39130435,0.17391304,0.2173913,0.39130435,0.30434783,0.26086957,antiviral_peptide
15,2,2408.72,-0.22105263,0.15789474,0,0,0.05263158,0.05263158,0.05263158,0,0.05263158,0.10526316,0.10526316,0,0.05263158,0.05263158,0,0.05263158,0,0.10526316,0,0.10526316,0,0.31578947,0.42105263,0.21052632,0.15789474,0.15789474,0.21052632,0.05263158,0.15789474,0.2631579,0.36842105,0.31578947,antiviral_peptide
24,2,2761.02,-0.75714286,0.04761905,0,0,0.04761905,0.04761905,0.0952381,0,0.04761905,0,0.14285714,0,0.0952381,0.04761905,0.0952381,0.14285714,0.04761905,0,0,0.04761905,0.04761905,0.19047619,0.47619048,0.28571429,0.19047619,0.14285714,0.19047619,0.04761905,0.14285714,0.38095238,0.28571429,0.28571429,antiviral_peptide
21,3,2607.87,-0.82857143,0.04761905,0.04761905,0,0,0,0.0952381,0,0.04761905,0.04761905,0.04761905,0.04761905,0.14285714,0.0952381,0,0.0952381,0.0952381,0.04761905,0,0.04761905,0.04761905,0.33333333,0.42857143,0.19047619,0.0952381,0.0952381,0.14285714,0,0.14285714,0.28571429,0.42857143,0.23809524,antiviral_peptide
16,1,2573.94,0.5,0.04761905,0,0,0.04761905,0,0.04761905,0.04761905,0.04761905,0.04761905,0.23809524,0,0.0952381,0,0.04761905,0.04761905,0,0.0952381,0.14285714,0,0,0.19047619,0.71428571,0.04761905,0.42857143,0.04761905,0.19047619,0.04761905,0.14285714,0.28571429,0.23809524,0.42857143,antiviral_peptide
32,5,2857.19,-1.50952381,0,0.04761905,0,0.04761905,0,0.0952381,0,0.0952381,0.04761905,0,0,0.04761905,0.04761905,0.04761905,0.23809524,0,0.14285714,0,0.0952381,0,0.28571429,0.33333333,0.33333333,0.0952381,0.0952381,0.33333333,0.04761905,0.28571429,0.42857143,0.28571429,0.23809524,antiviral_peptide
20,5,2886.39,0.39130435,0.17391304,0,0,0,0,0,0.04347826,0.08695652,0.08695652,0.13043478,0.04347826,0,0.04347826,0,0.13043478,0.04347826,0.04347826,0.08695652,0,0.04347826,0.26086957,0.52173913,0.17391304,0.30434783,0.08695652,0.26086957,0,0.26086957,0.2173913,0.39130435,0.34782609,antiviral_peptide
9,1,1666.88,-1.1,0.07692308,0,0,0,0,0,0.23076923,0,0.07692308,0.07692308,0.07692308,0.07692308,0.15384615,0,0,0,0.07692308,0,0.07692308,0,0.15384615,0.69230769,0.07692308,0.07692308,0.30769231,0.30769231,0,0.30769231,0.15384615,0.53846154,0.23076923,antiviral_peptide
16,1,2837.19,-0.22272727,0.09090909,0.04545455,0,0.09090909,0.04545455,0,0.09090909,0,0.04545455,0.18181818,0,0,0.13636364,0,0.09090909,0.04545455,0,0.04545455,0,0.04545455,0.18181818,0.59090909,0.18181818,0.22727273,0.18181818,0.31818182,0.09090909,0.22727273,0.22727273,0.40909091,0.31818182,antiviral_peptide
16,1,2958.34,-0.10434783,0.08695652,0.08695652,0,0.08695652,0.04347826,0,0.08695652,0,0.04347826,0.17391304,0,0,0.13043478,0,0.08695652,0.04347826,0,0.04347826,0,0.04347826,0.2173913,0.56521739,0.17391304,0.2173913,0.17391304,0.30434783,0.08695652,0.2173913,0.2173913,0.39130435,0.34782609,antiviral_peptide
16,1,2712.04,-0.21904762,0.0952381,0.0952381,0,0.0952381,0.04761905,0,0.0952381,0,0.04761905,0.14285714,0,0,0.0952381,0,0.0952381,0.04761905,0,0.04761905,0,0.04761905,0.23809524,0.52380952,0.19047619,0.19047619,0.19047619,0.33333333,0.0952381,0.23809524,0.23809524,0.38095238,0.33333333,antiviral_peptide
5,0,1837.2,1.62142857,0.07142857,0,0,0.07142857,0.07142857,0,0,0.07142857,0.07142857,0.35714286,0,0,0,0,0,0,0,0.07142857,0.07142857,0.07142857,0.07142857,0.64285714,0.21428571,0.5,0.21428571,0.14285714,0.07142857,0.07142857,0.14285714,0.14285714,0.64285714,antiviral_peptide
5,0,1748.11,1.60769231,0,0,0,0.07692308,0.07692308,0,0,0.07692308,0.07692308,0.38461539,0,0,0,0,0,0,0,0.07692308,0.07692308,0.07692308,0,0.69230769,0.23076923,0.53846154,0.23076923,0.15384615,0.07692308,0.07692308,0.15384615,0.07692308,0.69230769,antiviral_peptide
5,0,1616.94,1.36666667,0,0,0,0.08333333,0.08333333,0,0,0,0.08333333,0.41666667,0,0,0,0,0,0,0,0.08333333,0.08333333,0.08333333,0,0.66666667,0.25,0.5,0.25,0.16666667,0.08333333,0.08333333,0.16666667,0.08333333,0.66666667,antiviral_peptide
6,0,2107.48,1.54375,0.0625,0,0,0.0625,0.125,0,0,0.0625,0.0625,0.3125,0,0,0,0,0,0.0625,0,0.0625,0.0625,0.0625,0.125,0.5625,0.25,0.4375,0.25,0.125,0.0625,0.0625,0.125,0.1875,0.625,antiviral_peptide
6,0,2093.46,1.56875,0.0625,0,0,0.0625,0.125,0,0,0.0625,0.0625,0.25,0,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.125,0.5625,0.25,0.4375,0.25,0.125,0.0625,0.0625,0.125,0.1875,0.625,antiviral_peptide
3,-1,1470.75,1.84545455,0,0,0,0.09090909,0.09090909,0,0,0,0,0.45454546,0,0,0,0,0,0,0,0.09090909,0.09090909,0.09090909,0,0.63636364,0.27272727,0.54545455,0.27272727,0.09090909,0.09090909,0,0.09090909,0.09090909,0.72727273,antiviral_peptide
15,-2,2575.81,-0.17368421,0.05263158,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.36842105,0.31578947,0.2631579,0.21052632,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.15789474,0.47368421,antiviral_peptide
16,-3,2633.85,-0.45263158,0,0.05263158,0.15789474,0.10526316,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.21052632,0.21052632,0.36842105,0.2631579,0.10526316,0.36842105,0.10526316,0.47368421,antiviral_peptide
15,-2,2561.79,-0.28947368,0,0.05263158,0.15789474,0.05263158,0.05263158,0.05263158,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.36842105,0.31578947,0.2631579,0.21052632,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.15789474,0.47368421,antiviral_peptide
15,-2,2631.91,-0.05263158,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.15789474,0,0,0,0,0.05263158,0.10526316,0,0,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2631.91,-0.08947368,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.21052632,0,0,0,0,0.05263158,0.10526316,0,0,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
16,-2,2591.81,-0.31052632,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.15789474,0,0.05263158,0.15789474,0,0.36842105,0.31578947,0.2631579,0.21052632,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.15789474,0.47368421,antiviral_peptide
15,-2,2603.87,-0.04736842,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.10526316,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2631.91,-0.08947368,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.21052632,0,0,0,0,0.05263158,0.10526316,0,0,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2617.89,-0.06842105,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.15789474,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2631.91,-0.12631579,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0,0.05263158,0.2631579,0,0,0,0,0.05263158,0.10526316,0,0,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2617.89,-0.10526316,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0,0.05263158,0.21052632,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
16,-2,2798.05,-0.08571429,0,0.04761905,0.14285714,0.04761905,0.04761905,0.04761905,0,0.0952381,0.04761905,0.0952381,0,0,0,0,0.04761905,0.14285714,0,0.04761905,0.14285714,0,0.38095238,0.33333333,0.23809524,0.23809524,0.19047619,0.28571429,0.19047619,0.0952381,0.28571429,0.19047619,0.47619048,antiviral_peptide
15,-2,2692.96,-0.05,0,0.05,0.15,0.05,0.05,0.05,0,0.1,0.05,0.1,0,0,0,0,0.05,0.1,0,0.05,0.15,0,0.35,0.35,0.25,0.25,0.2,0.3,0.2,0.1,0.3,0.15,0.5,antiviral_peptide
16,-2,2737.01,-0.065,0,0.05,0.15,0.05,0.05,0,0,0.1,0.05,0.1,0,0,0,0,0.05,0.1,0.05,0.05,0.15,0,0.35,0.35,0.25,0.25,0.2,0.3,0.2,0.1,0.3,0.15,0.5,antiviral_peptide
17,-2,2941.25,-0.10476191,0,0.04761905,0.14285714,0.04761905,0.04761905,0,0,0.0952381,0.04761905,0.0952381,0,0,0,0,0.04761905,0.0952381,0.04761905,0.04761905,0.19047619,0,0.33333333,0.33333333,0.28571429,0.23809524,0.23809524,0.28571429,0.19047619,0.0952381,0.28571429,0.14285714,0.52380952,antiviral_peptide
15,-2,2617.89,-0.03157895,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
11,-2,2068.32,0.32,0,0.06666667,0.13333333,0.06666667,0,0,0,0.13333333,0,0.13333333,0,0,0,0,0.06666667,0.06666667,0,0.06666667,0.2,0,0.26666667,0.4,0.26666667,0.33333333,0.2,0.26666667,0.2,0.06666667,0.26666667,0.06666667,0.6,antiviral_peptide
15,-2,2617.89,-0.03157895,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2617.89,-0.03157895,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-2,2617.89,-0.03157895,0,0.05263158,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.10526316,0.52631579,antiviral_peptide
15,-1,2589.89,0.10526316,0,0.05263158,0.15789474,0,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.05263158,0.10526316,0.10526316,0.15789474,0,0.36842105,0.31578947,0.2631579,0.2631579,0.21052632,0.2631579,0.15789474,0.10526316,0.2631579,0.15789474,0.52631579,antiviral_peptide
15,-1,2589.89,0.10526316,0,0.05263158,0.15789474,0,0.05263158,0,0,0.05263158,0.05263158,0.10526316,0,0,0,0,0.05263158,0.05263158,0.10526316,0.10526316,0.15789474,0,0.36842105,0.31578947,0.2631579,0.2631579,0.21052632,0.2631579,0.15789474,0.10526316,0.2631579,0.15789474,0.52631579,antiviral_peptide
14,-1,2573.89,0.39473684,0,0.05263158,0.15789474,0,0.05263158,0,0,0.10526316,0.05263158,0.05263158,0,0,0,0,0.05263158,0.10526316,0,0.15789474,0.15789474,0,0.31578947,0.36842105,0.2631579,0.31578947,0.21052632,0.2631579,0.15789474,0.10526316,0.2631579,0.10526316,0.57894737,antiviral_peptide
12,-2,2651.97,0.21052632,0,0,0.10526316,0.05263158,0.05263158,0,0.05263158,0,0.05263158,0.15789474,0,0,0,0,0,0.10526316,0,0.15789474,0.21052632,0,0.21052632,0.47368421,0.2631579,0.31578947,0.31578947,0.2631579,0.15789474,0.10526316,0.21052632,0.15789474,0.57894737,antiviral_peptide
15,-1,2561.84,0.08421053,0,0.05263158,0.15789474,0,0.05263158,0,0,0,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0.05263158,0.15789474,0.15789474,0,0.36842105,0.31578947,0.2631579,0.2631579,0.21052632,0.2631579,0.15789474,0.10526316,0.2631579,0.15789474,0.52631579,antiviral_peptide
16,-2,2601.83,-0.20526316,0,0,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.15789474,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.21052632,0.10526316,0.31578947,0.15789474,0.47368421,antiviral_peptide
19,-1,2670.94,-0.4,0,0,0.15789474,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.10526316,0.10526316,0,0.05263158,0.15789474,0,0.2631579,0.36842105,0.31578947,0.2631579,0.21052632,0.36842105,0.21052632,0.15789474,0.36842105,0.10526316,0.47368421,antiviral_peptide
16,-3,2643.87,-0.34736842,0,0,0.15789474,0.10526316,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.2631579,0.42105263,0.2631579,0.2631579,0.21052632,0.36842105,0.2631579,0.10526316,0.36842105,0.10526316,0.47368421,antiviral_peptide
11,-6,2577.73,0.04210526,0,0.05263158,0.21052632,0.10526316,0.05263158,0,0,0.10526316,0,0.10526316,0,0,0,0,0,0.10526316,0,0.05263158,0.15789474,0,0.36842105,0.36842105,0.21052632,0.2631579,0.21052632,0.31578947,0.31578947,0,0.31578947,0.10526316,0.52631579,antiviral_peptide
16,0,2616.95,-0.05263158,0,0.05263158,0.15789474,0,0.05263158,0,0,0.10526316,0.10526316,0.10526316,0,0,0,0,0.05263158,0.10526316,0,0.05263158,0.15789474,0,0.31578947,0.36842105,0.2631579,0.2631579,0.21052632,0.31578947,0.15789474,0.15789474,0.31578947,0.10526316,0.52631579,antiviral_peptide
21,2,2700.09,-0.13684211,0,0.05263158,0.05263158,0.05263158,0.05263158,0,0,0.10526316,0.05263158,0.10526316,0,0,0,0,0.15789474,0.10526316,0,0.05263158,0.15789474,0,0.21052632,0.36842105,0.36842105,0.2631579,0.21052632,0.31578947,0.10526316,0.21052632,0.31578947,0.10526316,0.52631579,antiviral_peptide
22,4,2699.15,-0.15789474,0,0.05263158,0.05263158,0,0.05263158,0,0,0.10526316,0.10526316,0.10526316,0,0,0,0,0.15789474,0.10526316,0,0.05263158,0.15789474,0,0.21052632,0.36842105,0.36842105,0.2631579,0.21052632,0.31578947,0.05263158,0.2631579,0.31578947,0.10526316,0.52631579,antiviral_peptide
25,6,2740.25,-0.21052632,0,0.05263158,0,0,0.05263158,0,0,0.10526316,0.10526316,0.10526316,0,0,0,0,0.21052632,0.10526316,0,0.05263158,0.15789474,0,0.15789474,0.36842105,0.42105263,0.2631579,0.21052632,0.31578947,0,0.31578947,0.31578947,0.10526316,0.52631579,antiviral_peptide
43,-3,5889.31,-0.4893617,0.04255319,0,0.10638298,0.08510638,0,0.0212766,0,0.17021277,0.08510638,0.08510638,0,0.06382979,0.0212766,0.04255319,0.04255319,0.12765957,0.0212766,0.0212766,0.0212766,0,0.31914894,0.57446809,0.06382979,0.27659575,0.0212766,0.31914894,0.19148936,0.12765957,0.42553192,0.23404255,0.29787234,antiviral_peptide
34,0,3804.07,-1.18275862,0.03448276,0,0.06896552,0.13793103,0,0,0,0.10344828,0.13793103,0.10344828,0,0.06896552,0,0.03448276,0.06896552,0.17241379,0,0,0.03448276,0,0.27586207,0.5862069,0.10344828,0.20689655,0.03448276,0.4137931,0.20689655,0.20689655,0.51724138,0.20689655,0.24137931,antiviral_peptide
27,-2,3755.07,-0.56551724,0.06896552,0,0.10344828,0.13793103,0,0,0,0.13793103,0.10344828,0.10344828,0,0.03448276,0.03448276,0,0.06896552,0.10344828,0,0.03448276,0.03448276,0,0.27586207,0.5862069,0.10344828,0.27586207,0.03448276,0.4137931,0.24137931,0.17241379,0.44827586,0.20689655,0.31034483,antiviral_peptide
37,-3,4787.08,-0.86756757,0.05405405,0,0.13513514,0.10810811,0,0,0,0.10810811,0.10810811,0.10810811,0,0.05405405,0.02702703,0.02702703,0.05405405,0.13513514,0,0.02702703,0.02702703,0,0.32432432,0.56756757,0.08108108,0.24324324,0.02702703,0.40540541,0.24324324,0.16216216,0.48648649,0.21621622,0.27027027,antiviral_peptide
36,-2,4785.15,-0.65135135,0.05405405,0,0.10810811,0.10810811,0,0,0,0.13513514,0.10810811,0.10810811,0,0.05405405,0.02702703,0.02702703,0.05405405,0.13513514,0,0.02702703,0.02702703,0,0.2972973,0.5945946,0.08108108,0.27027027,0.02702703,0.37837838,0.21621622,0.16216216,0.45945946,0.21621622,0.2972973,antiviral_peptide
38,-2,4786.1,-0.84864865,0.05405405,0,0.10810811,0.10810811,0,0,0,0.13513514,0.10810811,0.08108108,0,0.08108108,0.02702703,0.02702703,0.05405405,0.13513514,0,0.02702703,0.02702703,0,0.2972973,0.5945946,0.08108108,0.24324324,0.02702703,0.37837838,0.21621622,0.16216216,0.48648649,0.21621622,0.27027027,antiviral_peptide
35,-1,4735.09,-0.56756757,0.02702703,0,0.10810811,0.02702703,0,0,0,0.10810811,0.10810811,0.05405405,0.02702703,0.02702703,0,0.13513514,0,0.16216216,0.05405405,0.08108108,0,0.05405405,0.35135135,0.56756757,0.05405405,0.24324324,0.05405405,0.24324324,0.13513514,0.10810811,0.40540541,0.2972973,0.27027027,antiviral_peptide
37,0,4696.05,-0.60789474,0.02631579,0,0.07894737,0.02631579,0,0,0,0.07894737,0.07894737,0.10526316,0.02631579,0.05263158,0.02631579,0.13157895,0.02631579,0.18421053,0.02631579,0.05263158,0,0.02631579,0.31578947,0.57894737,0.05263158,0.23684211,0.02631579,0.21052632,0.10526316,0.10526316,0.39473684,0.28947368,0.2631579,antiviral_peptide
11,1,912.94,-1.1625,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0.125,0.125,0.25,0.125,0,0,0,0.375,0.375,0.125,0.125,0,0.125,0,0.125,0.375,0.375,0.125,antiviral_peptide
4,1,930.1,0.2,0.14285714,0.14285714,0,0,0.14285714,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0.28571429,0,0.28571429,0.14285714,0.42857143,0,0.42857143,0.14285714,0,0.14285714,0.14285714,0.14285714,0.57142857,antiviral_peptide
15,1,1568.72,-1.35,0.08333333,0,0,0.16666667,0,0,0,0.08333333,0.08333333,0.08333333,0,0.08333333,0.08333333,0,0.16666667,0,0,0,0,0.08333333,0.08333333,0.58333333,0.25,0.16666667,0.08333333,0.41666667,0.16666667,0.25,0.5,0.25,0.16666667,antiviral_peptide
16,2,3580.08,0.63,0.1,0.2,0,0.03333333,0,0.06666667,0,0.13333333,0.06666667,0,0,0.03333333,0.06666667,0,0.03333333,0.1,0,0.06666667,0.03333333,0.03333333,0.46666667,0.4,0.1,0.2,0.06666667,0.13333333,0.03333333,0.1,0.16666667,0.36666667,0.43333333,antiviral_peptide
15,2,2048.27,-0.7,0.0625,0,0,0,0.0625,0,0.0625,0.125,0.0625,0,0,0.125,0.125,0,0.0625,0,0.1875,0,0.0625,0,0.25,0.5,0.1875,0.125,0.1875,0.1875,0,0.1875,0.25,0.4375,0.25,antiviral_peptide
17,0,3881.34,0.66875,0.03125,0.1875,0,0.0625,0.0625,0.0625,0,0.09375,0.0625,0.03125,0.03125,0.0625,0,0,0,0.15625,0.03125,0.0625,0,0.03125,0.46875,0.40625,0.09375,0.1875,0.09375,0.125,0.0625,0.0625,0.1875,0.3125,0.46875,antiviral_peptide
17,2,3648.11,0.54193548,0.03225807,0.19354839,0,0.03225807,0.03225807,0.09677419,0,0.09677419,0.06451613,0,0,0.03225807,0.06451613,0,0.03225807,0.12903226,0.03225807,0.09677419,0,0.03225807,0.48387097,0.38709677,0.09677419,0.19354839,0.06451613,0.12903226,0.03225807,0.09677419,0.16129032,0.38709677,0.41935484,antiviral_peptide
11,1,2338.6,0.41052632,0,0.05263158,0,0,0.15789474,0.10526316,0.10526316,0,0,0.10526316,0,0,0.05263158,0.05263158,0.05263158,0.10526316,0.05263158,0.10526316,0,0,0.31578947,0.42105263,0.21052632,0.21052632,0.2631579,0.15789474,0,0.15789474,0.10526316,0.42105263,0.42105263,antiviral_peptide
6,-1,2545.82,1.10454546,0.09090909,0.18181818,0.04545455,0,0.09090909,0.18181818,0,0.04545455,0,0.04545455,0,0.04545455,0,0,0,0.04545455,0,0.09090909,0.04545455,0.04545455,0.54545455,0.22727273,0.18181818,0.18181818,0.18181818,0.04545455,0.04545455,0,0.09090909,0.36363636,0.5,antiviral_peptide
8,-1,2531.81,0.22857143,0.0952381,0.0952381,0.04761905,0,0.04761905,0.14285714,0,0,0,0,0,0.04761905,0.14285714,0.04761905,0,0,0,0.14285714,0.14285714,0,0.38095238,0.38095238,0.19047619,0.14285714,0.19047619,0.04761905,0.04761905,0,0.14285714,0.38095238,0.42857143,antiviral_peptide
40,-6,4989.2,-1.24324324,0.02702703,0,0.05405405,0.18918919,0,0,0.02702703,0.08108108,0.05405405,0.13513514,0,0.10810811,0,0.10810811,0.02702703,0.08108108,0.02702703,0,0.02702703,0.02702703,0.18918919,0.7027027,0.08108108,0.21621622,0.08108108,0.35135135,0.24324324,0.10810811,0.54054054,0.18918919,0.24324324,antiviral_peptide
